OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,USPS_VACANCY,TAX_DELINQUENT,SURPLUS,REPAIR_ORDER,DEMO_ORDER,IMPROVEMENT,SOURCE,SHAPEAREA,SHAPELEN
2250,1332122,5007209,5007209,5021 SANDHURST DR,INDIANAPOLIS,9897,1,0,1,0,0,0,0,MO,9669.00558372243,395.861522262099
2251,1322236,9023966,9023966,1111 S SHEFFIELD AVE,INDIANAPOLIS,160943,0,1,1,1,0,0,0,MO,5350.30431540957,376.001731441712
2252,1007634,1030995,1030995,3168 N CAPITOL AVE,INDIANAPOLIS,199213,1,0,1,0,0,0,1,MO,5280.35680688605,344.021923822567
2253,1189469,7039421,7039421,11608 COASTAL WAY,INDIANAPOLIS,73714,1,0,1,0,0,0,0,MO,5982.72283051949,323.324180539844
2254,1037979,1075378,1075378,901 N OXFORD ST,INDIANAPOLIS,40866,0,1,1,1,0,0,1,MO,5785.00404638565,318.344589806941
2255,1018529,1017613,1017613,2449 GUILFORD AVE,INDIANAPOLIS,272226,1,1,1,0,0,0,1,MO,5600.6417045071,360.020077775232
2256,1024300,1077887,1077887,3117 MASSACHUSETTS AVE,INDIANAPOLIS,71947,1,1,1,0,0,0,1,MO,2736.78347265898,215.503983495111
2257,1318632,7001497,7001497,5120 MASSACHUSETTS AVE,INDIANAPOLIS,19070,1,0,1,1,0,0,1,MO,169062.522240023,2680.37032505135
2258,1009110,1019402,1019402,3054 BROADWAY ST,INDIANAPOLIS,279608,0,1,1,0,0,0,1,MO,5240.98507445007,342.032809301391
2259,1191357,7032527,7032527,1433 MOORES MANOR,INDIANAPOLIS,105346,0,1,1,0,0,0,1,MO,9702.36724341879,417.669660917283
2260,1016523,1077860,1077860,558 W 26TH ST,INDIANAPOLIS,71398,1,0,1,0,0,0,0,MO,5380.72862397881,346.260516989811
2261,1016528,1022112,1022112,538 W 26TH ST,INDIANAPOLIS,29204,0,1,1,0,1,0,1,MO,5028.53688861957,340.660021357701
2262,1319668,9019294,9019294,1135 N PERSHING AVE,INDIANAPOLIS,41500,1,1,1,0,0,0,1,MO,5550.11708726906,374.003199152721
2263,1033651,1038089,1038089,1231 N RURAL ST,INDIANAPOLIS,320677,0,1,1,0,1,0,1,MO,6077.37147592627,383.870508327654
2264,1057810,1004770,1004770,828 RIVER AVE,INDIANAPOLIS,61963,0,1,1,0,0,0,1,MO,6003.76024660443,380.187879266148
2265,1067094,1094385,1094385,4305 E MINNESOTA ST,INDIANAPOLIS,99908,1,1,1,0,0,0,1,MO,8699.77230519656,410.002936127773
2266,1047327,1068495,1068495,206 N GRAY ST,INDIANAPOLIS,166365,0,1,1,0,0,0,1,MO,6512.87719715143,405.642667672752
2267,1126768,4010433,4010433,6044 E 40TH ST,INDIANAPOLIS,155456,1,1,1,0,0,0,1,MO,6999.9568435528,339.997748739951
2268,1019122,1079942,1079942,2434 INDIANAPOLIS AVE,INDIANAPOLIS,181232,0,1,1,0,0,0,1,MO,5479.33880138087,353.970521617139
2269,1075497,1096815,1096815,2626 DAWSON ST,INDIANAPOLIS,104292,1,1,1,0,0,0,1,MO,7224.91945933153,333.431551912695
2270,1044347,1049177,1049177,1527 STURM AVE,INDIANAPOLIS,260916,0,1,1,0,0,0,1,MO,7199.85276754205,440.001157299919
2271,1289916,9013304,9013304,820 ROENA ST,INDIANAPOLIS,125896,0,1,1,0,0,0,1,MO,13224.9220958203,464.522302600727
2272,1037435,1002259,1002259,940 N DEARBORN ST,INDIANAPOLIS,319855,0,1,1,0,0,0,1,MO,3697.84209276092,274.105735680697
2273,1316987,1055274,1055274,2620 E 37TH ST,INDIANAPOLIS,198060,0,1,1,0,0,0,1,MO,7498.92419847475,400.000188448088
2274,1014935,1039208,1039208,2726 N CAPITOL AVE,INDIANAPOLIS,320032,1,1,1,0,0,0,1,MO,7199.93707739565,440.002533526557
2275,1043108,1037111,1037111,427 N DENNY ST,INDIANAPOLIS,68583,0,1,1,0,0,0,1,MO,5400.12650406525,350.008596420307
2276,1024260,1065088,1065088,813 E 21ST ST,INDIANAPOLIS,9724,1,1,1,0,0,0,1,MO,2211.91578653764,190.603257116748
2277,1002834,1087932,1087932,3446 RALSTON AVE,INDIANAPOLIS,121718,0,1,1,0,0,0,1,MO,6959.81520894928,427.99067534297
2278,1029961,1039255,1039255,2345 COYNER AVE,INDIANAPOLIS,6923,0,1,1,0,0,0,1,MO,5862.71903598471,373.617841802758
2279,1043856,1060621,1060621,448 N STATE AVE,INDIANAPOLIS,9017,1,0,1,0,0,0,1,MO,4941.5299284121,327.081964609854
2280,1322710,7003496,7003496,1506 S SPENCER AVE,INDIANAPOLIS,98253,0,1,1,0,0,0,1,MO,6475.96581366852,348.370622913135
2281,1010829,1074416,1074416,2953 N GLADSTONE AVE,INDIANAPOLIS,168646,1,0,1,0,0,0,1,MO,6395.04751445615,399.752376211066
2282,1283735,9019302,9019302,3108 JACKSON ST,INDIANAPOLIS,209219,0,1,1,0,0,0,0,MO,7937.33280063032,427.98041868943
2283,1008020,1076737,1076737,3132 N SHERMAN DR,INDIANAPOLIS,14543,1,1,1,0,0,0,1,MO,7599.58900824556,459.992807743051
2284,1049014,1033823,1033823,23 S BRADLEY AVE,INDIANAPOLIS,231849,1,1,1,0,0,0,1,MO,5399.96222039238,350.006086996039
2285,1043120,1032624,1032624,3520 ROBSON ST,INDIANAPOLIS,89233,1,1,1,0,1,0,1,MO,3206.29052148422,252.297153547228
2286,1322251,9023969,9023969,1114 S SHEFFIELD AVE,INDIANAPOLIS,122069,0,1,1,0,0,0,1,MO,5349.94054858762,375.982105935701
2287,1322775,1051360,1051360,1417 HIATT ST,INDIANAPOLIS,64751,0,1,1,0,0,0,1,MO,4390.37223001361,332.107800195475
2288,1272577,9019313,9019313,1208 N TIBBS AVE,INDIANAPOLIS,220523,0,1,1,0,0,0,0,MO,5035.88352535843,346.253021391355
2289,1022310,1061772,1061772,1316 W 22ND ST,INDIANAPOLIS,204071,0,1,1,0,0,0,1,MO,4199.72351445707,309.9833062771
2290,1058211,1021561,1021561,825 DIVISION ST,INDIANAPOLIS,237598,0,1,1,0,1,0,1,MO,4859.33092465018,341.986490472044
2291,1035341,1039520,1039520,1938 E 11TH ST,INDIANAPOLIS,125349,0,1,1,0,0,0,1,MO,1719.97165862921,165.998854131393
2292,1277937,9019700,9019700,637 OLIN AVE,INDIANAPOLIS,191338,0,1,1,0,0,0,1,MO,3866.7282935991,291.003825366923
2293,1319699,9018265,9018265,1129 N PERSHING AVE,INDIANAPOLIS,73268,1,1,1,0,0,0,1,MO,5550.10632005814,374.002856947617
2294,1309760,4011945,4011945,4415 N RITTER AVE,INDIANAPOLIS,127439,0,1,1,0,0,0,1,MO,10378.6962038573,428.49071008532
2295,1039795,1049226,1049226,811 N DEARBORN ST,INDIANAPOLIS,181730,1,1,1,1,1,0,1,MO,4740.24732861628,317.028963933043
2296,1026974,1044456,1044456,1846 DEXTER ST,INDIANAPOLIS,310979,0,1,1,0,0,0,1,MO,5200.03450643166,340.004024440695
2297,1054250,1052058,1052058,2537 SOUTHEASTERN AVE,INDIANAPOLIS,45259,1,1,1,1,0,1,1,MO,4060.41833763658,311.40186982747
2298,1061198,1051279,1051279,1120 VANDEMAN ST,INDIANAPOLIS,292731,0,1,1,0,0,0,1,MO,4021.37587207632,328.090008592158
2299,1033082,1034664,1034664,1314 N KEYSTONE AVE,INDIANAPOLIS,113847,0,1,1,0,0,0,1,MO,5999.97030135628,380.000777862412
2300,1063623,1006534,1006534,414 PARKWAY AVE,INDIANAPOLIS,109075,0,1,1,0,1,0,1,MO,3288.94767642613,279.266612917987
2301,1033152,1049789,1049789,1319 N KEALING AVE,INDIANAPOLIS,257973,0,1,1,0,1,0,1,MO,5159.95752267137,337.999671379235
2302,1012892,1028906,1028906,507 W 29TH ST,INDIANAPOLIS,172171,0,1,1,0,0,0,1,MO,2937.39976542501,228.469405200088
2303,1003341,1011590,1011590,3420 N GRANT AVE,INDIANAPOLIS,93843,1,1,1,0,0,0,1,MO,5940.66214741486,354.022686933569
2304,1177919,7027640,7027640,3437 N BRENTWOOD AVE,INDIANAPOLIS,211301,0,1,1,0,0,0,1,MO,7304.43044666762,353.565936609665
2305,1005412,1067002,1067002,3321 N KENWOOD AVE,INDIANAPOLIS,306329,0,1,1,0,0,0,0,MO,5280.2140852594,344.009859379445
2306,1265258,9029751,9029751,3302 W 22ND ST,INDIANAPOLIS,153214,0,1,1,0,0,0,1,MO,5307.05665687779,306.363772365166
2307,1034313,1073789,1073789,1130 N KEYSTONE AVE,INDIANAPOLIS,328505,0,1,1,0,0,0,0,MO,6555.98216169529,386.001145385059
2308,1208742,8008829,8008829,609 E 96TH ST,INDIANAPOLIS,207356,0,1,1,0,0,0,1,MO,18180.3645326762,572.769516186884
2309,1181682,7021651,7021651,5602 E 27TH ST,INDIANAPOLIS,169504,1,1,1,0,1,0,1,MO,24413.3446534766,748.405028437559
2310,1290495,9017034,9017034,1006 S PERSHING AVE,INDIANAPOLIS,32291,1,1,1,0,0,0,1,MO,4931.42646325236,335.772576918702
2311,1008929,1018272,1018272,1127 CONGRESS AVE,INDIANAPOLIS,9605,0,1,1,0,1,0,1,MO,5720.56432599848,366.029580020828
2312,1008471,1080357,1080357,1414 CONGRESS AVE,INDIANAPOLIS,127205,1,1,1,0,1,0,1,MO,5074.948462917,359.999718075011
1610,1018431,1025434,1025434,341 W 25TH ST,INDIANAPOLIS,128163,1,1,1,0,0,0,1,MO,5175.32417176475,314.322647935225
1611,1014303,1046884,1046884,1418 W 28TH ST,INDIANAPOLIS,243351,1,1,1,0,1,0,1,MO,5790.93625755728,359.174167477298
1612,1013851,1044977,1044977,847 UDELL ST,INDIANAPOLIS,210538,0,1,0,1,0,0,0,MO,3708.403387391,307.231734668404
1613,1044867,1017729,1017729,314 N CHESTER AVE,INDIANAPOLIS,26951,0,1,1,0,0,1,1,MO,5369.74609944887,349.562402625401
1614,1314058,8022677,8022677,2020 E 38TH ST,INDIANAPOLIS,31713,0,1,1,0,0,0,1,MO,7027.89787922299,388.941033277182
1615,1316625,1087848,1087848,3725 N CHESTER AVE,INDIANAPOLIS,224973,1,1,1,0,0,0,1,MO,6996.91472478226,370.037221368943
1616,1029711,1011837,1011837,1649 N TEMPLE AVE,INDIANAPOLIS,114142,1,0,1,0,0,0,1,MO,4590.11097696041,282.004346573373
1617,1249128,8019179,8019179,4237 RALSTON AVE,INDIANAPOLIS,130231,0,1,1,0,1,0,1,MO,10842.437954126,434.025091054541
1618,1167677,6017454,6017454,6462 BAY HARBOR LN,INDIANAPOLIS,257929,1,0,1,0,0,0,0,MO,2822.32115694518,256.996344457151
1619,1076137,1051555,1051555,1127 NELSON AVE,INDIANAPOLIS,239787,0,1,1,0,0,0,1,MO,4760.38451184944,342.022725470169
1620,1015291,1051917,1051917,2718 BOULEVARD PL,INDIANAPOLIS,46487,1,1,1,0,0,0,1,MO,7199.32455898643,439.972123217954
1621,1252300,8022020,8022020,3936 WINTHROP AVE,INDIANAPOLIS,91378,1,0,1,0,0,0,1,MO,7199.12871720163,409.981863113307
1622,1034747,1006242,1006242,1121 N PARKER AVE,INDIANAPOLIS,341571,1,1,1,0,0,0,1,MO,6079.77487098024,383.991250036034
1623,1316293,1023645,1023645,3724 FOREST MANOR AVE,INDIANAPOLIS,54900,0,1,1,0,1,0,1,MO,7640.1022257291,380.475982060416
1624,1278953,9019611,9019611,518 N BERWICK AVE,INDIANAPOLIS,289484,1,1,1,0,0,0,1,MO,4443.96518671741,329.461201098919
1625,1139264,5011113,5011113,22 W EPLER AVE,INDIANAPOLIS,239258,0,1,1,0,1,0,1,MO,13622.7658230143,473.912807106825
1626,1017780,1020040,1020040,2518 HIGHLAND PL,INDIANAPOLIS,176695,1,1,1,0,1,0,1,MO,5466.62017602347,353.330487519884
1627,1067533,1009625,1009625,635 E MINNESOTA ST,INDIANAPOLIS,340091,1,1,1,0,0,0,1,MO,5457.03977944843,360.013274011799
1628,1293779,9013897,9013897,1451 S KIEL AVE,INDIANAPOLIS,166776,0,1,1,0,1,0,1,MO,11266.5564136019,441.727104075153
1629,1127527,4003080,4003080,3905 N KITLEY AVE,INDIANAPOLIS,157436,0,1,1,0,0,0,1,MO,6877.84676292499,375.100547726704
1630,1274361,9019950,9019950,1053 N TREMONT ST,INDIANAPOLIS,290959,0,1,1,0,0,0,1,MO,5550.08741736357,374.002857019379
1631,1012029,1021182,1021182,1305 EUGENE ST,INDIANAPOLIS,251239,1,1,1,0,1,0,1,MO,3749.97499548315,310.000848038416
1632,1064997,1048968,1048968,919 COTTAGE AVE,INDIANAPOLIS,220884,1,1,1,0,1,0,1,MO,4144.69658477928,298.074164919977
1633,1034633,1057519,1057519,1125 N DEARBORN ST,INDIANAPOLIS,73370,0,1,1,0,0,0,1,MO,6052.58856972701,382.629926429798
1634,1067369,1067202,1067202,1605 E MINNESOTA ST,INDIANAPOLIS,298414,0,1,1,0,0,0,1,MO,3828.27263215647,298.007665438737
1635,1003969,1010216,1010216,3417 N CAPITOL AVE,INDIANAPOLIS,151598,1,1,1,0,0,0,1,MO,5411.98845199505,345.999612968358
1636,1019988,1056952,1056952,3636 ROOSEVELT AVE,INDIANAPOLIS,159298,0,1,1,0,0,0,1,MO,13157.5263457237,504.458155675245
1637,1011833,1035728,1035728,2921 N SHERMAN DR,INDIANAPOLIS,34008,0,1,1,0,0,0,1,MO,7151.97027893662,455.624074777769
1638,1067982,1079352,1079352,1730 THADDEUS ST,INDIANAPOLIS,288710,0,1,1,0,0,0,1,MO,4235.34089620845,312.014795742086
1639,1272143,9037785,9037785,1302 N CONCORD ST,INDIANAPOLIS,102956,0,1,1,0,0,0,1,MO,5104.52861479193,320.011459114645
1640,1068713,1041045,1041045,1521 LAWTON AVE,INDIANAPOLIS,259462,1,1,1,0,1,0,1,MO,3553.24250592327,294.00118025142
1641,1280977,9045483,9045483,319 LANSDOWNE RD,INDIANAPOLIS,312393,1,1,1,0,1,0,1,MO,10007.2646129192,421.979987335481
1642,1186125,7016233,7016233,6208 E 21ST ST,INDIANAPOLIS,123943,1,0,1,1,0,0,0,MO,10229.7971804139,418.53529551015
1643,1049866,1063753,1063753,63 S CHESTER AVE,INDIANAPOLIS,132716,1,0,1,0,0,0,1,MO,5880.36333919033,374.037565996243
1644,1047833,1043346,1043346,201 JEFFERSON AVE,INDIANAPOLIS,264933,1,1,1,0,0,0,1,MO,8288.79621481507,396.290000385719
1645,1200648,7012273,7012273,75 S KENYON ST,INDIANAPOLIS,244430,1,0,1,0,0,0,0,MO,4098.20410606764,274.483751563448
1646,1002058,1082216,1082216,3517 KINNEAR AVE,INDIANAPOLIS,221179,1,1,1,0,1,0,1,MO,5597.01772448432,359.846714205773
1647,1291130,9004031,9004031,1023 WESTBROOK AVE,INDIANAPOLIS,118477,1,1,1,0,0,0,1,MO,7117.15354178185,435.850782917293
1648,1002736,1055225,1055225,3443 N CHESTER AVE,INDIANAPOLIS,146862,1,1,1,0,1,0,1,MO,6071.96472857159,356.012686198396
1649,1009537,1054608,1054608,3043 N PARK AVE,INDIANAPOLIS,112194,1,0,1,0,0,0,0,MO,5241.00783269025,342.023455035492
1650,1034533,1013689,1013689,1122 N KEYSTONE AVE,INDIANAPOLIS,36843,1,1,1,0,1,0,1,MO,6555.99104886912,386.001325426412
1651,1047632,1014083,1014083,237 N RANDOLPH ST,INDIANAPOLIS,297,1,1,1,0,0,0,1,MO,4001.7605346582,280.089111418595
1652,1037470,1065946,1065946,922 N OAKLAND AVE,INDIANAPOLIS,255063,0,1,1,0,1,0,1,MO,5193.1895477236,339.66105052752
1653,1046599,1023208,1023208,58 N BRADLEY AVE,INDIANAPOLIS,50992,0,1,1,1,1,0,1,MO,5400.76113870311,350.017825970795
1654,1257578,9033942,9033942,4047 ARCADIA ST,INDIANAPOLIS,261871,1,1,1,0,0,0,1,MO,5999.85922844763,319.995204461194
1655,1032289,1052342,1052342,1355 N OLNEY ST,INDIANAPOLIS,106717,1,1,1,0,0,0,1,MO,4800.16488833433,320.009537134176
1656,1012963,1094514,1094514,2855 N GLADSTONE AVE,INDIANAPOLIS,59895,1,0,1,1,0,0,1,MO,6391.47282355749,399.573053197767
1657,1130799,5007416,5007416,1615 EDGECOMBE AVE,INDIANAPOLIS,23446,0,1,1,0,1,0,1,MO,10818.3431583102,430.332079022534
1658,1009180,1018057,1018057,3109 GRACELAND AVE,INDIANAPOLIS,158992,0,1,1,0,1,0,1,MO,5279.94909735381,344.000135603257
2313,1288281,9012779,9012779,552 S VINE ST,INDIANAPOLIS,118886,0,1,1,0,0,0,1,MO,9518.07737392906,415.345746368596
2314,1274473,9021140,9021140,1044 N MOUNT ST,INDIANAPOLIS,15218,0,1,1,1,0,0,0,MO,4021.06984841145,281.051956518558
2315,1328533,2001152,2001152,3005 MARS HILL ST,INDIANAPOLIS,175230,0,1,1,0,0,0,1,MO,5100.03089306255,335.001066573578
2316,1036661,1093998,1093998,1923 W 10TH ST,INDIANAPOLIS,182372,1,1,1,0,0,0,1,MO,3450.10713717323,290.010081362047
2317,1041625,1019611,1019611,537 JEFFERSON AVE,INDIANAPOLIS,46807,1,1,1,0,0,0,1,MO,5247.94786245815,342.406653970525
2318,1125498,4015836,4015836,4037 RICHELIEU RD,INDIANAPOLIS,285532,1,1,1,0,0,0,1,MO,7193.43883753601,370.707041379244
2319,1002448,1091549,1091549,3501 RALSTON AVE,INDIANAPOLIS,24751,0,1,1,0,0,0,1,MO,7013.13785673139,430.652823772918
2320,1240279,8001635,8001635,1737 W 53RD ST,INDIANAPOLIS,99188,0,1,1,0,0,0,1,MO,14497.0595979341,516.4290725395
2321,1205124,7012427,7012427,732 S IRVINGTON AVE,INDIANAPOLIS,164100,1,1,1,0,0,1,1,MO,5637.0250565435,319.725863322505
2322,1248263,8021347,8021347,4331 RALSTON AVE,INDIANAPOLIS,132222,0,1,1,0,1,0,1,MO,5421.41438933865,356.022638728237
2323,1048549,1043352,1043352,1523 E OHIO ST,INDIANAPOLIS,232381,1,1,1,0,0,0,1,MO,3599.89321235139,272.001981815688
2324,1322544,9018148,9018148,1302 S SHEFFIELD AVE,INDIANAPOLIS,77850,1,1,1,0,0,0,1,MO,6120.53281188996,386.081314715493
2325,1065726,1059501,1059501,1425 KAPPES ST,INDIANAPOLIS,50016,1,1,1,0,0,0,0,MO,4374.11852171202,331.121559722875
2326,1019552,1071702,1071702,2366 N RURAL ST,INDIANAPOLIS,191747,1,1,1,0,0,0,1,MO,5923.53674614023,376.182410541744
2327,1023739,1083021,1083021,1417 HERSCHELL AVE,INDIANAPOLIS,258270,1,1,1,1,0,0,1,MO,5599.47856458512,359.994474669509
2328,1039498,1032919,1032919,750 CARLYLE PL,INDIANAPOLIS,178589,1,1,1,0,0,0,1,MO,4530.38780350191,269.74378606553
2329,1034068,1051550,1051550,1215 N TUXEDO ST,INDIANAPOLIS,322565,0,1,1,1,0,0,0,MO,6149.66615449182,387.492160406633
2330,1028926,1029751,1029751,4508 E 17TH ST,INDIANAPOLIS,275282,0,1,1,1,0,0,1,MO,6045.17216250083,388.01018024854
2331,1017957,1003861,1003861,868 W 25TH ST,INDIANAPOLIS,72486,1,0,1,0,0,0,1,MO,3776.67098745846,311.810095510704
2332,1032975,1017137,1017137,1336 SHANNON AVE,INDIANAPOLIS,152301,0,1,1,0,0,0,1,MO,6419.9860471492,334.007539507916
2333,1055170,1016740,1016740,523 E WARSAW ST,INDIANAPOLIS,188112,1,0,1,0,0,0,0,MO,3506.86331778372,293.801105574039
2334,1045994,1072516,1072516,119 N BRADLEY AVE,INDIANAPOLIS,268865,1,1,1,0,0,0,1,MO,4994.69635237199,343.987717254393
2335,1033888,1017017,1017017,2230 E 12TH ST,INDIANAPOLIS,32159,0,1,1,0,1,0,1,MO,3597.0019358375,259.853558173619
2336,1063397,1044576,1044576,231 WISCONSIN ST,INDIANAPOLIS,164139,0,1,1,0,1,0,1,MO,5155.19833235807,394.586323913847
2337,1246855,8021507,8021507,210 BLUE RIDGE RD,INDIANAPOLIS,52330,0,1,1,0,0,0,1,MO,6110.69020627264,354.011034049506
2338,1039382,1020899,1020899,820 N RURAL ST,INDIANAPOLIS,57829,0,1,1,0,0,0,1,MO,3239.60676366239,241.982355972571
2339,1270928,9023453,9023453,1502 N WARMAN AVE,INDIANAPOLIS,282465,1,1,1,0,0,0,1,MO,4799.96415523653,320.006101946689
2340,1016304,1022211,1022211,2622 N DEARBORN ST,INDIANAPOLIS,80581,0,1,1,0,0,0,1,MO,4945.28054646015,346.741943747003
2341,1186204,7023401,7023401,9915 E 21ST ST,INDIANAPOLIS,236135,0,1,1,0,0,0,1,MO,43840.4616483719,884.073187841193
2342,1022151,1041968,1041968,2181 N BOSART AVE,INDIANAPOLIS,195126,1,1,1,0,0,0,1,MO,6128.79521694645,362.390682335378
2343,1055348,1075098,1075098,554 ARBOR AVE,INDIANAPOLIS,4549,0,1,1,0,0,0,1,MO,3278.62821344452,235.908305491661
2344,1004468,1085697,1085697,3365 WALLACE AVE,INDIANAPOLIS,20679,0,1,1,0,0,0,1,MO,6730.7062874617,369.227117613697
2345,1123836,4016378,4016378,8340 MEADOWLARK DR,INDIANAPOLIS,97033,1,0,1,0,0,0,0,MO,3133.34552884917,321.476255851632
2346,1029407,1057763,1057763,1636 CENTRAL AVE,INDIANAPOLIS,244139,1,1,1,0,1,0,1,MO,9965.84009251136,452.198691441278
2347,1274501,9023726,9023726,3317 W 11TH ST,INDIANAPOLIS,330308,0,1,1,0,0,0,1,MO,11890.3597626088,454.006839518702
2348,1020827,1079228,1079228,2317 WHITE AVE,INDIANAPOLIS,269240,1,0,1,0,1,0,1,MO,5360.09713251656,348.003307985314
2349,1040712,1047166,1047166,618 N OXFORD ST,INDIANAPOLIS,57708,1,1,1,0,0,0,1,MO,5538.01371947145,359.760151460877
2350,1319266,1089309,1089309,1701 N BANCROFT ST,INDIANAPOLIS,158637,0,1,1,0,0,0,1,MO,5281.73733715457,322.971819430753
2351,1276772,9021849,9021849,758 N CONCORD ST,INDIANAPOLIS,85959,1,1,1,0,0,0,1,MO,8953.00512076031,395.808052432933
2352,1006475,1099237,1099237,3211 NICHOLAS AVE,INDIANAPOLIS,232233,1,1,1,0,0,0,1,MO,5046.36266828314,299.005615866177
2353,1026257,1021631,1021631,1931 N OXFORD ST,INDIANAPOLIS,210496,1,1,1,0,0,0,1,MO,6295.8364943929,404.424907758792
2354,1129650,5004584,5004584,3319 ST PAUL ST,INDIANAPOLIS,300055,1,0,1,0,0,0,0,MO,6617.98009706275,364.376843383111
2355,1061114,1030696,1030696,1145 S RICHLAND ST,INDIANAPOLIS,40947,1,1,1,0,0,0,1,MO,6813.8690203399,390.963139747589
2356,1056651,1068225,1068225,631 COFFEY ST,INDIANAPOLIS,115398,0,1,1,1,0,0,0,MO,4625.37348873147,324.014728120146
2357,1015701,1083048,1083048,2702 HIGHLAND PL,INDIANAPOLIS,230011,1,1,1,0,0,0,1,MO,5423.14938363283,351.160244568685
2358,1131598,5013169,5013169,3697 S RURAL ST,INDIANAPOLIS,317740,0,1,1,0,0,0,1,MO,38631.3126237973,807.981782114199
2359,1006980,1078965,1078965,1021 W 33RD ST,INDIANAPOLIS,209734,1,1,1,0,0,0,1,MO,5074.61511639785,359.980912068428
2360,1201220,7008974,7008974,5829 JULIAN AVE,INDIANAPOLIS,246310,0,1,1,0,0,0,1,MO,6583.69227789122,394.025222834477
1659,1270215,9036364,9036364,7008 CARLSEN AVE,INDIANAPOLIS,181979,0,1,1,0,0,0,1,MO,14224.9760693251,484.415110635669
1660,1011337,1009769,1009769,976 EUGENE ST,INDIANAPOLIS,68594,0,1,1,0,0,0,1,MO,4995.58392942753,329.92920019359
1661,1020093,1088945,1088945,519 E 24TH ST,INDIANAPOLIS,158073,0,1,1,0,0,0,1,MO,3780.36782141097,282.033296427963
1662,1009460,1082097,1082097,3030 RALSTON AVE,INDIANAPOLIS,93552,1,1,1,0,0,0,1,MO,6744.2979018102,417.239003857741
1663,1147611,5018624,5018624,217 E WATERBURY RD,INDIANAPOLIS,7165,0,1,1,0,0,0,1,MO,19701.259910929,586.817966237572
1664,1008944,1073625,1073625,3120 GRACELAND AVE,INDIANAPOLIS,129496,0,1,1,0,0,0,1,MO,5279.95257591229,344.000137122063
1665,1003629,1070867,1070867,1157 W 37TH ST,INDIANAPOLIS,325997,1,1,1,0,0,0,1,MO,5600.29270622198,390.010431360042
1666,1372546,4043533,4043533,10635 PENDLETON PIKE,LAWRENCE,195801,1,0,0,1,0,0,0,MO,382.275608800995,309.163849498195
1667,1181995,7035978,7035978,10190 DEDHAM DR,INDIANAPOLIS,227362,0,1,1,0,0,0,1,MO,1881.59865801954,255.341796486564
1668,1053859,1004492,1004492,349 VILLA AVE,INDIANAPOLIS,192746,0,1,1,0,0,0,1,MO,4439.97807244623,302.001909418577
1669,1073987,1036045,1036045,2754 WALKER AVE,INDIANAPOLIS,205136,0,1,1,0,0,0,1,MO,9998.56057115526,499.963006367006
1670,1012796,1069210,1069210,141 W 29TH ST,INDIANAPOLIS,304383,0,1,1,0,0,0,0,MO,1677.60337506307,165.200760491283
1671,1044635,1053250,1053250,3319 E VERMONT ST,INDIANAPOLIS,251444,1,0,1,0,0,0,1,MO,5054.48828016346,342.014322920425
1672,1196952,7006522,7006522,403 N GIBSON AVE,INDIANAPOLIS,214841,1,1,1,0,0,0,1,MO,9922.47323867402,497.297009652844
1673,1009015,1071810,1071810,3102 N ARSENAL AVE,INDIANAPOLIS,64563,1,0,1,0,1,0,1,MO,6759.70454005958,418.008506109075
1674,1012541,1061894,1061894,2901 N COLORADO AVE,INDIANAPOLIS,326995,0,1,1,1,0,0,1,MO,6395.39319580078,399.770746459361
1675,1146685,5019513,5019513,7022 ALSTON DR,INDIANAPOLIS,308786,0,1,1,0,0,0,1,MO,18285.4734565498,594.327652871534
1676,1005418,1037212,1037212,3322 GRACELAND AVE,INDIANAPOLIS,246410,0,1,1,0,0,0,1,MO,5279.9820937473,343.999025345288
1677,1005099,1091936,1091936,3314 NICHOLAS AVE,INDIANAPOLIS,228038,1,0,1,0,0,0,1,MO,11159.7840897374,600.697901017489
1678,1298983,9005129,9005129,2729 S LYONS AVE,INDIANAPOLIS,24262,0,1,1,0,0,0,1,MO,10398.7079936862,419.959909589231
1679,1046392,1088059,1088059,108 N GLADSTONE AVE,INDIANAPOLIS,91329,0,1,1,0,0,0,1,MO,5439.70807726501,351.988616176983
1680,1020333,1056667,1056667,2341 CARROLLTON AVE,INDIANAPOLIS,98685,0,1,1,0,0,0,1,MO,6001.09370222656,380.041295350809
1681,1317379,1005575,1005575,3721 SCHOFIELD AVE,INDIANAPOLIS,200500,1,1,1,0,0,0,1,MO,7037.94421713823,431.893405106086
1682,1055025,1078143,1078143,501 ST PAUL ST,INDIANAPOLIS,337529,0,1,1,0,0,0,1,MO,4375.55517131904,320.01308272931
1683,1255483,9038430,9038430,4125 DEBORAH ST,INDIANAPOLIS,280218,0,1,1,0,0,0,1,MO,7091.72582377188,349.618629921049
1684,1272486,9018640,9018640,1220 N HOLMES AVE,INDIANAPOLIS,61690,0,1,1,0,0,0,1,MO,4199.29767641641,309.960289033441
1685,1068720,1075154,1075154,1818 S EAST ST,INDIANAPOLIS,60817,0,1,1,0,0,0,1,MO,4726.47872625941,342.418415488798
1686,1183867,7000990,7000990,2420 N IRWIN ST,INDIANAPOLIS,119551,0,1,1,0,0,0,1,MO,10573.6159918324,425.863726560236
1687,1295694,9000639,9000639,4621 W NAOMI ST,INDIANAPOLIS,41918,1,1,1,0,0,0,1,MO,4967.08303675396,320.704588652537
