X,Y,OBJECTID,INTERSECTION_TAG,TYPE1,TYPE2,TYPE3,STREET1,STREET2,STREET3,STREET4,STREET5,STREET6,STREET7,STREET8
-85.986623537085677,39.806230839293121,2529,69613,STREET/STREET,BUILT/BUILT,GRADE,HARWICH DR,PENRITH DR,,,,,,
-85.978021958104236,39.872423849701292,2530,55884,STREET/STREET,BUILT/BUILT,GRADE,TENNISON CT,WINFORD DR,TENNISON DR,,,,,
-86.212100669502149,39.763563364071295,2533,78084,STREET/STREET,BUILT/BUILT,GRADE,JACKSON ST,SANATORIUM AVE,,,,,,
-86.024705986655746,39.799160826576689,2539,70793,STREET/STREET,BUILT/BUILT,GRADE,BRAEBURN NDR,BRAEBURN WDR,,,,,,
-86.138852102798268,39.908843527176423,2540,53983,STREET/STREET,BUILT/BUILT,GRADE,EVERGREEN AVE,84TH ST,,,,,,
-86.115433442563599,39.724783207663123,2542,87783,STREET/STREET,BUILT/BUILT,GRADE,OXFORD ST,CENTRE PKWY,,,,,,
-85.985681175642569,39.848850704401073,2543,56990,STREET/STREET,BUILT/BUILT,GRADE,TRADITIONS RD,TRADITIONS DR,TRADITIONS WAY,,,,,
-86.093640793296402,39.747779536098236,2552,87772,STREET/STREET,BUILT/BUILT,GRADE,EUCLID AVE,COTTAGE AVE,,,,,,
-86.060329864052235,39.921243861894801,2554,56170,STREET/STREET,BUILT/BUILT,GRADE,THRUSHWOOD DR,THRUSHWOOD LN,,,,,,
-86.27547822525564,39.772337898541856,2556,91743,STREET/STREET,BUILT/BUILT,GRADE,FARLEY DR,CAHILL LN,,,,,,
-86.136137428217907,39.674765299116068,2558,83745,STREET/STREET,BUILT/BUILT,GRADE,LINDEN DR,CRAGMONT DR,,,,,,
-86.298696322443519,39.877156947208597,2561,50031,STREET/STREET,BUILT/BUILT,GRADE,69TH ST,COFFERDAM RD,,,,,,
-86.096584646627704,39.71365693552972,2567,87371,STREET/STREET,BUILT/BUILT,GRADE,TIMBROOK LN,DANVER LN,,,,,,
-86.171654717511061,39.840690174025205,2568,81369,STREET/STREET,BUILT/BUILT,GRADE,CLARENDON RD WDR,GARDEN RD,LAKE RD,,,,,
-86.160715593326046,39.792474845956058,2575,94684,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1950 N,ALLEY 175 W,,,,,,
-86.134810705949633,39.915791284528787,2578,53639,STREET/STREET,BUILT/BUILT,GRADE,88TH ST,NORA WOODS DR,,,,,,
-86.282815373494017,39.835405653451161,2579,51496,STREET/STREET,BUILT/BUILT,GRADE,COLITA MORE CT,CALEDONIA WAY,ANDSCOTT DR,,,,,
-85.992255831843806,39.828076215848405,2580,57022,STREET/STREET,BUILT/BUILT,GRADE,CATALINA DR,DELMONT DR,,,,,,
-86.072287794491089,39.672285958650001,2584,85931,STREET/STREET,BUILT/BUILT,GRADE,NATHAN PL,WOODWORTH WAY,STOCKWELL DR,,,,,
-86.003369827989658,39.838672180414413,2586,57345,STREET/STREET,BUILT/BUILT,GRADE,KINGSBORO DR,ENGLISH OAK DR,CHERRY VALLEY DR,,,,,
-86.226087498728702,39.897693297033321,2588,52915,STREET/STREET,BUILT/BUILT,GRADE,BRANCH WAY,BRANCH CREEK DR,,,,,,
-86.13301219280612,39.66092735923533,2589,85580,STREET/STREET,BUILT/BUILT,GRADE,GRUBE ST,CREEKBROOK DR,,,,,,
-86.021100963540945,39.742765433184388,2590,92988,STREET/STREET,BUILT/BUILT,GRADE,SOTHEBY DR,ST CLIFFORD CT,ST CLIFFORD DR,,,,,
-86.324582656811288,39.743808780480649,2592,82785,STREET/STREET,BUILT/BUILT,GRADE,SYMPHONY WAY,SYMPHONY PL,,,,,,
-86.129251771628006,39.774338608040907,2593,73405,STREET/ALLEY,BUILT/BUILT,GRADE,MICHIGAN ST,ALLEY 1750 E,,,,,,
-86.309417588453087,39.80838083902028,2595,79353,STREET/STREET,BUILT/BUILT,GRADE,SAWGRASS DR,PEBBLE BEACH CT,INVERRARY DR,,,,,
-86.199256905012874,39.885047492106693,2596,52876,STREET/STREET,BUILT/BUILT,GRADE,ROSEHILL DR,WATERFORD PL,,,,,,
-86.054692782892445,39.689050380953702,2597,86044,STREET/STREET,BUILT/BUILT,GRADE,BRYCE CANYON DR,MESA VERDE DR,,,,,,
-86.198168195268863,39.640716629122736,2598,84016,STREET/STREET,BUILT/BUILT,GRADE,FRIENDSHIP LN,GREEN VALLEY CT,GREEN VALLEY DR,,,,,
-86.095294729214018,39.853374537130712,2602,91445,STREET/STREET,BUILT/BUILT,GRADE,GREENVIEW DR,GREENWAY DR,,,,,,
-86.167085674525055,39.778055229684561,2603,74575,STREET/STREET,BUILT/BUILT,GRADE,CANAL CT,CANAL CT NDR,,,,,,
-86.287834846145259,39.757469852547153,2604,78395,STREET/STREET,BUILT/BUILT,GRADE,PLUTO DR,VENUS DR,,,,,,
-86.025985223434134,39.646061582544441,2606,86223,STREET/STREET,BUILT/BUILT,GRADE,FARINA WAY,FRANKDALE CT,,,,,,
-86.056489628277191,39.845786293949985,2607,58528,STREET/STREET,BUILT/BUILT,GRADE,50TH PL,MOONLIGHT DR,,,,,,
-86.238695086131827,39.717853409467487,2608,89320,STREET/STREET,BUILT/BUILT,GRADE,MURRAY ST,DENNISTON ST,,,,,,
-86.000048835310523,39.88359075089059,2609,55367,STREET/STREET,BUILT/BUILT,GRADE,LEE RD,71ST ST,,,,,,
-86.138540364529021,39.754018791237257,2610,92170,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1175 E,ALLEY 975 S,,,,,,
-85.966817776460658,39.82951840518426,2612,57256,STREET/STREET,BUILT/BUILT,GRADE,BURNINGBUSH DR,LEO DR,NARROWLEAF DR,,,,,
-86.223528773367633,39.760581548227762,2618,77840,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 425 S,ALLEY 3725 W,,,,,,
-86.281949333388638,39.843979334035879,2619,51373,STREET/STREET,BUILT/BUILT,GRADE,EAGLES WATCH DR,ASPEN TALON CT,ASPEN CREST LN,,,,,
-86.304091023578835,39.893006486805604,2620,50027,STREET/STREET,BUILT/BUILT,GRADE,SHADY HILLS WDR,SHADY HILLS DR,SHADY HILLS EDR,,,,,
-86.253691108394719,39.84993593335669,2621,51549,STREET/STREET,BUILT/BUILT,GRADE,SPRING CREEK PL,SPRING CREEK CIR,,,,,,
-86.248658782731823,39.715976869326042,2622,91960,STREET/STREET,BUILT/BUILT,GRADE,JOEY WAY,CASSANDRA LN,,,,,,
-85.964761159224793,39.779171974584749,2631,69559,STREET/STREET,BUILT/BUILT,GRADE,DUNSHIRE DR,BREMERTON DR,,,,,,
-86.100846172764889,39.876786500669226,2632,54812,STREET/STREET,BUILT/BUILT,GRADE,CHESTER EDR,CHESTER WDR,CHESTER AVE,,,,,
-86.282588453833924,39.736923400145507,2638,89773,STREET/STREET,BUILT/BUILT,GRADE,BANNER AVE,PIERSON DR,,,,,,
-86.073802588903376,39.665171337715748,2640,85094,STREET/STREET,BUILT/BUILT,GRADE,CHESTERTON PL,CHESTERTON CIR,,,,,,
-86.001981955384593,39.80870512559077,2641,69349,STREET/STREET,BUILT/BUILT,GRADE,MERCURY DR,ANDY DR,,,,,,
-85.997064871474535,39.808175391568511,2642,69165,STREET/STREET,BUILT/BUILT,GRADE,BLACK KNIGHT BLVD,WHITE KNIGHT BLVD,,,,,,
-85.964326405237514,39.858828760631837,2643,91309,STREET/STREET,BUILT/BUILT,GRADE,CHEVAL DR,CHEVAL LN,,,,,,
-86.239264599257226,39.737864400700772,2644,89325,STREET/STREET,BUILT/BUILT,GRADE,UNNAMED,LEGRANDE AVE,,,,,,
-86.056652489070558,39.899479656863527,2647,55433,STREET/STREET,BUILT/BUILT,GRADE,CASTLEWAY WDR,CASTLEWAY DR,,,,,,
-86.294907923421349,39.811124601955505,2650,79408,STREET/STREET,BUILT/BUILT,GRADE,ISLAND CLUB CT,ISLAND CLUB DR,ISLAND CLUB LN,,,,,
-86.146742918586298,39.643226212391788,2651,83945,STREET/STREET,BUILT/BUILT,GRADE,CHITTIMWOOD DR,TORCHWOOD CT,LOGWOOD DR,,,,,
-86.177047809032402,39.912650389189714,2653,51810,STREET/STREET,BUILT/BUILT,GRADE,WILLIAMSHIRE EDR,OVERLOOK PKWY,WILLIAMSHIRE WDR,,,,,
-86.0722242482409,39.686143156312397,2661,85780,STREET/STREET,BUILT/BUILT,GRADE,PAPPAS DR,SOMERS DR,,,,,,
-86.157933299724291,39.682979610598942,2662,84299,STREET/STREET,BUILT/BUILT,GRADE,DUDLEY AVE,ANTOINETTE PL,SR 135,MERIDIAN ST,,,,
-86.162051669085002,39.690696014689827,2663,84021,STREET/STREET,BUILT/BUILT,GRADE,SOUTHDALE DR,NEWHART ST,,,,,,
-86.167337664577119,39.674199902971395,2664,83839,STREET/STREET,BUILT/BUILT,GRADE,WOODWIND DR,CRAGMONT DR,,,,,,
-86.252884597702845,39.74719950592354,2665,77957,STREET/STREET,BUILT/BUILT,GRADE,BILTMORE AVE,LAMBERT ST,,,,,,
-86.078159665861719,39.831968264478768,2666,58783,STREET/STREET,BUILT/BUILT,GRADE,FLAMINGO WDR,FLAMINGO EDR,,,,,,
-86.001105124939656,39.904798002172207,2667,56096,STREET/STREET,BUILT/BUILT,GRADE,CLOVERDALE WAY,ROSEAPPLE DR,,,,,,
-86.190271958352412,39.905492099172974,2668,52957,STREET/STREET,BUILT/BUILT,GRADE,CHARTER OAK DR,NORTHBROOK DR,,,,,,
-86.103357392604494,39.881170656558524,2669,54853,STREET/STREET,BUILT/BUILT,GRADE,SHERMAN DR,DELAWARE COMMONS NDR,,,,,,
-86.278622405335682,39.924855766411739,2674,50228,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,,,,,,,
-86.097657219941254,39.909935830267457,2675,54543,STREET/STREET,BUILT/BUILT,GRADE,UNKNOWN,CLAIRE DR,,,,,,
-86.238276160156047,39.822279793890552,2676,80242,STREET/STREET,BUILT/BUILT,GRADE,37TH ST,BEASLEY DR,,,,,,
-86.109832321065227,39.858699960143056,2677,81568,STREET/STREET,BUILT/BUILT,GRADE,BROCKTON DR,58TH ST,,,,,,
-86.017994367848786,39.850710232932855,2678,57911,STREET/STREET,BUILT/BUILT,GRADE,HERBERT LORD RD,UNKNOWN,,,,,,
-86.113947445921355,39.655389482107879,2679,85118,STREET/STREET,BUILT/BUILT,GRADE,LOTUS LN,HOLLYBROOK LN,MARYWOOD DR,,,,,
-86.313710844036763,39.753465401051805,2680,82716,STREET/STREET,BUILT/BUILT,GRADE,SPRING VALLEY DR,LEGION LN,,,,,,
-86.258797016304783,39.730190734361628,2681,89519,STREET/STREET,BUILT/BUILT,GRADE,PROFESSIONAL CIR,DIRECTORS ROW,,,,,,
-86.035053369525642,39.75875187539792,2682,70043,STREET/STREET,BUILT/BUILT,GRADE,HOYT AVE,ENGLISH VILLAGE DR,,,,,,
-86.123081545134696,39.90218187138062,2683,54949,STREET/STREET,BUILT/BUILT,GRADE,VAN NESS PL,VAN NESS WAY,,,,,,
-86.276174623259109,39.793478225982355,2687,79011,STREET/STREET,BUILT/BUILT,GRADE,GLENDORA DR,HOLLYWOOD TRAIL,,,,,,
-86.262541521352844,39.758998160329178,2689,77763,STREET/STREET,BUILT/BUILT,GRADE,KIEL AVE,HENRY ST,,,,,,
-86.138775997114948,39.736359456790282,2690,88109,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1175 E,ALLEY 2275 S,,,,,,
-86.295308341697691,39.847881403646163,2706,51218,STREET/STREET,BUILT/BUILT,GRADE,GLEN STEWART WAY,KIMCOE LN,,,,,,
-86.241154583186386,39.752170135910795,2707,78247,STREET/STREET,BUILT/BUILT,GRADE,WOODROW AVE,WILKINS ST,,,,,,
-86.321513444846104,39.759054176452075,2710,82835,STREET/STREET,BUILT/BUILT,GRADE,LIGHTHORSE DR,LEFFLER DR,BAGLEY DR,,,,,
-86.236536763134652,39.839082925909764,2716,51267,STREET/STREET,BUILT/BUILT,GRADE,BUXTON CT,LONDON DR,,,,,,
-86.264944233380319,39.777144335901802,2720,79315,STREET/STREET,BUILT/BUILT,GRADE,WESTBURY WDR,WESTBURY NDR,,,,,,
-86.230352714081519,39.703351010990986,2724,82954,STREET/STREET,BUILT/BUILT,GRADE,COLLIER ST,MELTON DR,,,,,,
-86.259299940770106,39.81793878542944,2725,79415,STREET/STREET,BUILT/BUILT,GRADE,35TH ST,REGENCY DR,SUBURBAN DR,,,,,
-86.262704964782955,39.77721036643824,2728,78954,STREET/STREET,BUILT/BUILT,GRADE,WESTBURY EDR,WESTBURY NDR,,,,,,
-86.053265300806416,39.6481792730306,2729,90277,STREET/STREET,BUILT/BUILT,GRADE,SOUTHERN CROSS DR,GOLDEN RIDGE LN,,,,,,
-86.113774348016534,39.705381514840553,2733,92102,STREET/STREET,BUILT/BUILT,GRADE,CARSON LN,CARSON DR,,,,,,
-85.938085604595742,39.869817405523122,2735,56261,STREET/STREET,BUILT/BUILT,GRADE,62ND ST,CARROLL RD,,,,,,
-86.092049393186343,39.675762955996369,2737,86029,STREET/STREET,BUILT/BUILT,GRADE,LINWOOD AVE,CRAGMONT DR,,,,,,
-86.276328941483484,39.782197711964621,2738,78717,STREET/STREET,BUILT/BUILT,GRADE,12TH ST,PLAINVIEW ST,,,,,,
-85.943214320109519,39.880045427685857,2740,55587,STREET/STREET,BUILT/BUILT,GRADE,MUGO DR,BITTERSWEET LN,,,,,,
-86.021758510986331,39.685263688684316,2741,86354,STREET/STREET,BUILT/BUILT,GRADE,LITTLE RIVER LN,BRAMBLEBERRY DR,WOOD HOLLOW DR,,,,,
-86.18344327182831,39.923860038022049,2742,53746,STREET/STREET,BUILT/BUILT,GRADE,RACQUET CLUB DR,RACQUET CLUB NDR,,,,,,
-86.067240551208513,39.687739431766524,2743,85889,STREET/STREET,BUILT/BUILT,GRADE,MECKES LN,MECKES DR,YEAGER DR,,,,,
-86.236481700180349,39.907078211854284,2744,53686,STREET/STREET,BUILT/BUILT,GRADE,84TH ST,BEARING DR,,,,,,
-86.154885944157385,39.783277275633942,2745,76889,ALLEY/ALLEY,BUILT/BUILT,GRADE,TALBOTT ST,ALLEY 1200 N,,,,,,
-86.073771359175268,39.889520010050681,2748,54395,STREET/STREET,BUILT/BUILT,GRADE,74TH PL,LESLEY AVE,,,,,,
-86.02616237495765,39.824283460637517,2750,57625,STREET/STREET,BUILT/BUILT,GRADE,TIFFANY DR,37TH ST,,,,,,
-85.99902429686162,39.770682872431983,2751,90022,STREET/STREET,BUILT/BUILT,GRADE,WOODSONG LN,WOODSONG WAY,,,,,,
-86.172929075867913,39.893055926660914,2753,53616,STREET/STREET,BUILT/BUILT,GRADE,CLARENDON RD,77TH ST SDR,,,,,,
-86.225460883468443,39.668953786966334,2759,84520,STREET/STREET,BUILT/BUILT,GRADE,MAYOR BLVD,UNKNOWN,,,,,,
-86.090032522804606,39.903567814516208,2760,55022,STREET/STREET,BUILT/BUILT,GRADE,STATESMEN PL,UNKNOWN,,,,,,
-86.215860400966776,39.823057978272061,2761,79986,STREET/STREET,BUILT/BUILT,GRADE,MERRICK LN,MERRICK WAY,,,,,,
-86.108263344489941,39.834024596087239,2762,82236,STREET/STREET,BUILT/BUILT,GRADE,OLNEY ST,43RD ST,,,,,,
-86.061819124393395,39.831519117833984,2763,58795,STREET/STREET,BUILT/BUILT,GRADE,SAWYER ST,41ST ST,,,,,,
-86.005627663242691,39.836924695147609,2765,58115,STREET/STREET,BUILT/BUILT,GRADE,BASIN ST,BOURBON ST,,,,,,
-86.172952328289355,39.784513466204281,2766,76801,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 825 W,ALLEY 1275 N,,,,,,
-85.962330859784444,39.830847253393401,2775,94220,STREET/STREET,BUILT/BUILT,GRADE,CONGAREE WAY,TAHOE DR,TAHOE WAY,,,,,
-86.140988413555689,39.770020970466376,2776,94407,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1000 E,ALLEY 225 N,,,,,,
-86.139866753074799,39.769155364225988,2779,94430,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 1075 E,ALLEY 175 N,,,,,,
-85.977895988614804,39.870574659745678,2834,56555,STREET/STREET,BUILT/BUILT,GRADE,TOLLISTON DR,ALBURY DR,TOLLISTON BLVD,KENSWORTH DR,,,,
-86.205768989893073,39.91455095521723,2835,51878,STREET/STREET,BUILT/BUILT,GRADE,ARBOR LAKE CT,ARBORWAY LN,,,,,,
-86.017246081454161,39.786069651794918,2836,69247,STREET/STREET,BUILT/BUILT,GRADE,FENWICK AVE,13TH ST,,,,,,
-85.958155518090649,39.941707885413884,2838,90057,STREET/STREET,BUILT/BUILT,GRADE,106TH ST,SEA STAR WAY,,,,,,
-86.270830609224575,39.91493117070037,2839,50345,STREET/STREET,BUILT/BUILT,GRADE,BERGESON WAY,BERGESON DR,,,,,,
-86.321936164503768,39.770446277543542,2840,82611,STREET/STREET,BUILT/BUILT,GRADE,GREENLEE DR,MARIPOSA DR,,,,,,
-86.028675057532183,39.744275887134485,2851,86722,STREET/STREET,BUILT/BUILT,GRADE,WINDY HILL DR,WOOD STREAM DR,LOFTON CT,,,,,
-86.216102183423828,39.854524625022847,2853,51731,STREET/STREET,BUILT/BUILT,GRADE,VICTORIA DR,57TH ST,,,,,,
-86.142261587806942,39.744874041674294,2858,88076,STREET/STREET,BUILT/BUILT,GRADE,MINNESOTA ST,RINGGOLD AVE,,,,,,
-86.072652001210969,39.884799104115459,2859,54222,STREET/STREET,BUILT/BUILT,GRADE,72ND ST,AUDUBON RD,LESLEY AVE,,,,,
-86.115468763147746,39.655452877193227,2861,84809,STREET/STREET,BUILT/BUILT,GRADE,EDDINGTON RD,CEDARBROOK DR,,,,,,
-86.078554331180484,39.880722038451133,2862,54210,STREET/STREET,BUILT/BUILT,GRADE,STEINMEIER LN,STEINMEIER DR,STEINMEIER DR W,,,,,
-86.038510319741931,39.748879609184961,2863,86770,STREET/STREET,BUILT/BUILT,GRADE,SADLIER CIR SDR,SADLIER CIR WDR,,,,,,
-86.13279538333056,39.767637596059998,2864,73137,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 25 N,ALLEY 1550 E,,,,,,
-86.066388566416776,39.687563595614883,2867,86174,STREET/STREET,BUILT/BUILT,GRADE,YEAGER LN,YEAGER CT,YEAGER DR,,,,,
-85.963964575546868,39.799094768341149,2872,69620,STREET/STREET,BUILT/BUILT,GRADE,PRAIRIE FIRE DR,PRAIRIE FIRE LN,ELDERBERRY WAY,,,,,
-86.027836434589531,39.811933859846562,2874,70808,STREET/STREET,BUILT/BUILT,GRADE,ROSEWAY DR,RENFREW DR,,,,,,
-86.011476815713365,39.835544628363941,2877,57792,STREET/STREET,BUILT/BUILT,GRADE,RUE RIVIERA,RUE LEBLANC,,,,,,
-85.961782976189141,39.941698708803642,2878,90056,STREET/STREET,BUILT/BUILT,GRADE,GEIST RD,106TH ST,,,,,,
-86.136609303878657,39.7346475144642,2879,88434,STREET/ALLEY,BUILT/BUILT,GRADE,UNNAMED,ALLEY 2375 S,,,,,,
-86.295809695311647,39.786964186763953,2882,78532,STREET/STREET,BUILT/BUILT,GRADE,BECKENBAUER PL,BECKENBAUER WAY,,,,,,
-86.045384917725315,39.890918696960355,2883,56726,STREET/STREET,BUILT/BUILT,GRADE,CONSTITUTION DR,CARLTON ARMS DR,,,,,,
-86.110568577203622,39.798996204999419,2884,93091,STREET/STREET,BUILT/BUILT,GRADE,LASALLE ST,UNNAMED,,,,,,
-86.102336417629985,39.708826202263971,2885,87938,STREET/STREET,BUILT/BUILT,GRADE,SHERMAN DR,HANNA AVE,,,,,,
-86.105525916577363,39.68596862490817,2886,85775,STREET/STREET,BUILT/BUILT,GRADE,GALE ST,DUDLEY AVE,,,,,,
-86.284814827916989,39.757531330622477,2887,77837,STREET/STREET,BUILT/BUILT,GRADE,PLUTO DR,POLARIS DR,,,,,,
-86.007865934377563,39.802581429568413,2888,69346,STREET/STREET,BUILT/BUILT,GRADE,GALAXY LN,STARDUST DR,,,,,,
-86.203069265351147,39.83861305460691,2891,51399,STREET/STREET,BUILT/BUILT,GRADE,WILL CREST DR,CLOVERLAKE DR,,,,,,
-86.178615262816734,39.853879276556867,2892,80909,STREET/STREET,BUILT/BUILT,GRADE,QUESTOVER CIR,56TH ST,LIEBER RD,,,,,
-86.010798152818609,39.828815980410475,2897,58256,STREET/STREET,BUILT/BUILT,GRADE,BEL AIR DR,MALIBU DR,,,,,,
-86.27774866138212,39.910741431612095,2898,50096,STREET/STREET,BUILT/BUILT,GRADE,SHAMEL DR,RESIDENCE DR,,,,,,
-86.069891972853355,39.917095879044496,2901,55093,STREET/STREET,BUILT/BUILT,GRADE,ASHFORD CASTLE DR,STAFFORD CASTLE LN,,,,,,
-86.052310449489511,39.682374429073128,2902,85632,STREET/STREET,BUILT/BUILT,GRADE,FIESTA ST,SAFARI DR,,,,,,
-86.110903165287269,39.814400439087393,2904,71356,STREET/STREET,BUILT/BUILT,GRADE,LASALLE ST,32ND ST,,,,,,
-85.971382438191768,39.885137524914306,2905,91148,STREET/STREET,BUILT/BUILT,GRADE,SUNNY BLUFF DR,MAPLE BLUFF PL,,,,,,
-86.0419218275986,39.920383028846523,2906,56585,STREET/STREET,BUILT/BUILT,GRADE,SEA PINE LN,SEA PINE DR,,,,,,
-86.131630168379502,39.653998736178593,2907,84842,STREET/STREET,BUILT/BUILT,GRADE,BRIARSTONE LN,BRIARSTONE WAY,,,,,,
-86.036231595287177,39.767165009274294,2909,69754,STREET/STREET,BUILT/BUILT,GRADE,HOPI TRAIL,RECRE LN,CHOCTAW WAY,,,,,
-86.044748199307236,39.798123828562424,2910,70700,STREET/STREET,BUILT/BUILT,GRADE,I-70 089 RAMP M,I-465 044 RAMP M,I-70 089 RAMP E,,,,,
-86.122039433336511,39.761182714276536,2911,71971,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 425 S,ALLEY 2375 E,,,,,,
-86.292682085733361,39.771474450404426,2912,77832,STREET/STREET,BUILT/BUILT,GRADE,WELCOME WAY BLVD W,UNKNOWN,WELCOME WAY BLVD E,,,,,
-85.990922894081578,39.904853252763353,2915,55572,STREET/STREET,BUILT/BUILT,GRADE,TALLIHO DR,FOXCHASE CIR,,,,,,
-86.309833168318931,39.781152585846733,2916,82492,STREET/STREET,BUILT/BUILT,GRADE,COUNTRY CREEK DR,COUNTRY RIDGE LN,,,,,,
-86.166689053724582,39.777128829566784,2917,74350,STREET/STREET,BUILT/BUILT,GRADE,CANAL CT,CANAL CT SDR,,,,,,
-86.146950644237336,39.695498567513177,2918,84178,STREET/STREET,BUILT/BUILT,GRADE,CHESTERFIELD WDR,CHESTERFIELD SDR,,,,,,
-86.060189661982946,39.897132667170105,2919,55163,STREET/STREET,BUILT/BUILT,GRADE,BUCKSKIN CT,IVYDALE DR,KNUE RD,,,,,
-86.264010256582083,39.82468678537402,2923,79955,STREET/STREET,BUILT/BUILT,GRADE,PARKWOOD DR,PARKWOOD CT,,,,,,
-86.202283155112895,39.839122318246488,2925,50883,STREET/STREET,BUILT/BUILT,GRADE,WESLYNN DR,OLYMPIA DR,,,,,,
-86.192064396948382,39.894303836117849,2927,53781,STREET/STREET,BUILT/BUILT,GRADE,MCCOLLOUGH DR,WOODSIDE DR,,,,,,
-86.112704656938831,39.650974016702051,2931,85218,STREET/STREET,BUILT/BUILT,GRADE,PARTRIDGE RD,COREY DR,,,,,,
-86.117940961620761,39.889463994600192,2932,54736,STREET/STREET,BUILT/BUILT,GRADE,RUTH DR,SOMERSET BAY,HARBOUR POINT,,,,,
-86.324775151205813,39.735520035626124,2933,82815,STREET/STREET,BUILT/BUILT,GRADE,SOUTHERNWOOD WAY,SOUTHERNWOOD LN,,,,,,
-86.070330406386489,39.644668561751764,2934,91834,STREET/STREET,BUILT/BUILT,GRADE,NUCKOLS CT,NUCKOLS LN,,,,,,
-86.309833206136716,39.650229513736612,2935,93431,STREET/STREET,BUILT/BUILT,GRADE,BOLERO DR,BOLERO WAY,,,,,,
-86.106554513494771,39.706655560864263,2939,87924,STREET/STREET,BUILT/BUILT,GRADE,UNITED CHURCH DR,UNITED CHURCH LN,,,,,,
-86.030614871614532,39.833450446237926,2940,91126,STREET/STREET,BUILT/BUILT,GRADE,MARTEN CT W,MARTEN CT S,,,,,,
-85.969595417842598,39.780572129069924,2941,69281,STREET/STREET,BUILT/BUILT,GRADE,ELMTREE PARK DR,ELMTREE PARK PL,,,,,,
-86.197963866671031,39.670171510576139,2944,90990,STREET/STREET,BUILT/BUILT,GRADE,HERON NECK DR,SPUR POINT DR,,,,,,
-86.120819139518019,39.787542408466514,2949,92982,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2425 E,ALLEY 1550 N,,,,,,
-86.113665517076768,39.794758382911468,2950,93042,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2025 N,ALLEY 2950 E,,,,,,
-86.012836589503067,39.693337652177618,2954,91784,STREET/STREET,BUILT/BUILT,GRADE,CLEMENS PL,HEARST LN,CARVER DR,,,,,
-86.277656814973895,39.871506507427547,2955,51107,STREET/STREET,BUILT/BUILT,GRADE,OAKVIEW DR S,OAKVIEW DR,OAKVIEW DR N,,,,,
-86.243848570653952,39.718322543055493,2956,89437,STREET/STREET,BUILT/BUILT,GRADE,CARLSBAD LN,CARLSBAD DR,,,,,,
-86.151383372616394,39.808734876091705,2957,77334,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2925 N,ALLEY 350 E,,,,,,
-86.030971775348718,39.840357638197823,2961,58045,STREET/ALLEY,BUILT/BUILT,GRADE,46TH ST,ALLEY 7875 E,,,,,,
-86.139550910255664,39.86289811462904,2964,81165,STREET/STREET,BUILT/BUILT,GRADE,CARVEL AVE,KESSLER BLVD EDR,,,,,,
-86.246142505796442,39.879332507843174,2965,53410,STREET/STREET,BUILT/BUILT,GRADE,HARPERS LN,DONNER LN,,,,,,
-86.272069755490804,39.831197685863238,2966,80233,STREET/STREET,BUILT/BUILT,GRADE,MISSION DR,MISSION TERRACE,,,,,,
-86.317050297617214,39.771707828673946,2967,82594,STREET/STREET,BUILT/BUILT,GRADE,BECKFORD DR,RICHIE AVE,LANSDOWNE RD,,,,,
-86.075283899153121,39.837005341310999,2968,58577,STREET/STREET,BUILT/BUILT,GRADE,EASTBOURNE DR,ASHBOURNE LN,,,,,,
-85.994941930016736,39.809730268349647,2969,57260,STREET/STREET,BUILT/BUILT,GRADE,FULBROOK DR,WILLOWTREE LN,,,,,,
-86.274852588160897,39.898645936082033,2972,50327,STREET/STREET,BUILT/BUILT,GRADE,BLOSSOM LN S,GORDON DR,,,,,,
-86.006038389906792,39.809593976133705,2974,69594,STREET/STREET,BUILT/BUILT,GRADE,BRIERGATE CT,ELWIN DR,,,,,,
-85.954836446608567,39.888794954931242,2975,56607,STREET/STREET,BUILT/BUILT,GRADE,FAIRWAY CIR SDR,FAIRWAY CIR WDR,,,,,,
-86.321390262665176,39.924208036344723,2976,50166,STREET/STREET,BUILT/BUILT,GRADE,KISSEL RD,96TH ST,,,,,,
-86.284864164408802,39.758869149330494,2978,78214,STREET/STREET,BUILT/BUILT,GRADE,POLARIS DR,JUPITER DR,,,,,,
-85.991571689236906,39.802924639895586,2979,69371,STREET/STREET,BUILT/BUILT,GRADE,24TH ST,STARDUST DR,,,,,,
-86.049525586002886,39.650936921447524,2988,84838,STREET/STREET,BUILT/BUILT,GRADE,GARDEN RIDGE RD,HARVEST RIDGE CT,,,,,,
-86.010641953239954,39.799111621610059,2989,69177,STREET/STREET,BUILT/BUILT,GRADE,BOEHNING LN,BOEHNING ST,,,,,,
